LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
1701,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 39, boot = 19, init = 20, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
1702,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 41, boot = 17, init = 24, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1703,17/06/09,20:11:10,INFO,executor.Executor,Finished task 10.0 in stage 28.0 (TID 1290). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,88,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1704,17/06/09,20:11:10,INFO,executor.Executor,Finished task 12.0 in stage 28.0 (TID 1292). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,88,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1705,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1295,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1706,17/06/09,20:11:10,INFO,executor.Executor,Running task 15.0 in stage 28.0 (TID 1295),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task}.{stage} in {stage}'
Started reading broadcast variable 9
Running task 15.0 in stage 28.0 (TID 1295)",Running task {task}.{stage} (TID {tid}),Running task <*> in <*>' Started reading broadcast variable <*> Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1707,17/06/09,20:11:10,INFO,executor.Executor,Finished task 11.0 in stage 28.0 (TID 1291). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,88,"Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver'
Started reading broadcast variable {variable}.
Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver.,Finished task <*> (TID <*>). <*> bytes result sent to driver
1708,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1296,E11,Got assigned task <*>,66,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
1709,17/06/09,20:11:10,INFO,executor.Executor,Running task 16.0 in stage 28.0 (TID 1296),E24,Running task <*> in stage <*> (TID <*>),80,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
1710,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 41, boot = 12, init = 28, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1711,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 42, boot = 17, init = 24, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1712,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1297,E11,Got assigned task <*>,66,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Log Message:
Started reading broadcast variable 9
Started reading broadcast variable {variable}",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Log Message: Started reading broadcast variable <*> Started reading broadcast variable <*>
1713,17/06/09,20:11:10,INFO,executor.Executor,Running task 17.0 in stage 28.0 (TID 1297),E24,Running task <*> in stage <*> (TID <*>),80,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
1714,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_15 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1715,17/06/09,20:11:10,INFO,executor.Executor,Finished task 14.0 in stage 28.0 (TID 1294). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,88,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1716,17/06/09,20:11:10,INFO,executor.Executor,Finished task 13.0 in stage 28.0 (TID 1293). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,88,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {bytes_result} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1717,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_17 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1718,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1298,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1719,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_16 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1720,17/06/09,20:11:10,INFO,executor.Executor,Running task 18.0 in stage 28.0 (TID 1298),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task} in stage {stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
1721,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1299,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1722,17/06/09,20:11:10,INFO,executor.Executor,Running task 19.0 in stage 28.0 (TID 1299),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1723,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_18 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1724,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_19 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1725,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 40, boot = 19, init = 21, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
1726,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 20, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
1727,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 39, boot = 15, init = 24, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1728,17/06/09,20:11:10,INFO,executor.Executor,Finished task 15.0 in stage 28.0 (TID 1295). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {bytes} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1729,17/06/09,20:11:10,INFO,executor.Executor,Finished task 16.0 in stage 28.0 (TID 1296). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,88,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {bytes_result} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1730,17/06/09,20:11:10,INFO,executor.Executor,Finished task 17.0 in stage 28.0 (TID 1297). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,88,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {bytes_result} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1731,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1300,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1732,17/06/09,20:11:10,INFO,executor.Executor,Running task 20.0 in stage 28.0 (TID 1300),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1733,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 40, boot = 15, init = 25, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1734,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1301,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1735,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 42, boot = 16, init = 25, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
'Started reading broadcast variable 9' -> 'Started reading broadcast variable {variable}'
'Times: total = 42, boot = 16, init = 25, finish = 1' -> 'Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' 'Started reading broadcast variable <*>' -> 'Started reading broadcast variable <*>' 'Times: total = <*>, boot = <*>, init = <*>, finish = <*>' -> 'Times: total = <*>, boot = <*>, init = <*>, finish = <*>'"
1736,17/06/09,20:11:10,INFO,executor.Executor,Running task 21.0 in stage 28.0 (TID 1301),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1737,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1302,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
1738,17/06/09,20:11:10,INFO,executor.Executor,Running task 22.0 in stage 28.0 (TID 1302),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1739,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_20 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1740,17/06/09,20:11:10,INFO,executor.Executor,Finished task 18.0 in stage 28.0 (TID 1298). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1741,17/06/09,20:11:10,INFO,executor.Executor,Finished task 19.0 in stage 28.0 (TID 1299). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1742,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1303,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1743,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_21 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1744,17/06/09,20:11:10,INFO,executor.Executor,Running task 23.0 in stage 28.0 (TID 1303),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1745,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_22 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1746,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1304,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1747,17/06/09,20:11:10,INFO,executor.Executor,Running task 24.0 in stage 28.0 (TID 1304),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1748,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_24 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1749,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_23 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1750,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 42, boot = 22, init = 19, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1751,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 38, boot = 18, init = 20, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1752,17/06/09,20:11:10,INFO,executor.Executor,Finished task 20.0 in stage 28.0 (TID 1300). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver'
Started reading broadcast variable {variable}.
Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver.,Finished task <*> (TID <*>). <*> bytes result sent to driver
1753,17/06/09,20:11:10,INFO,executor.Executor,Finished task 21.0 in stage 28.0 (TID 1301). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1754,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 42, boot = 14, init = 28, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1755,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1305,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1756,17/06/09,20:11:10,INFO,executor.Executor,Running task 25.0 in stage 28.0 (TID 1305),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1757,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1306,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1758,17/06/09,20:11:10,INFO,executor.Executor,Finished task 22.0 in stage 28.0 (TID 1302). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1759,17/06/09,20:11:10,INFO,executor.Executor,Running task 26.0 in stage 28.0 (TID 1306),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1760,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 39, boot = 15, init = 23, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
1761,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_25 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
1762,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1307,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
1763,17/06/09,20:11:10,INFO,executor.Executor,Running task 27.0 in stage 28.0 (TID 1307),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
1764,17/06/09,20:11:10,INFO,executor.Executor,Finished task 24.0 in stage 28.0 (TID 1304). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
