LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1934,145471,node-84,unix.hw,net.niff.up,1077817325,1,NIFF: node node-84 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},89,24,NIFF: node node-84 has detected an available network connection on network 10.128.0.0 via interface ee0,90,33,NIFF: {node} has detected an available network connection on network {network} via interface {interface},89,23,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},89,24,{node_name}:{interface_name} has detected an available network connection on network {network} via interface {interface},89,27,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,<*> has detected an available network connection on network <*> via interface <*>
1935,156756,node-217,unix.hw,net.niff.up,1077865700,1,NIFF: node node-217 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node node-217 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node} has detected an available network connection on network {network} via interface {interface},90,23,NIFF: node {node_name} has detected an available network connection on network {network} via interface {interface},91,26,"NIFF: node node-{node_id} has detected an available network connection on network {network_id} via interface {interface_name}'

The template of 'SOS: Node node-439 cannot reach any other nodes.' is 'SOS: Node node-{node_id} cannot reach any other nodes.'

The template of '[2015/06/17 17:35:19] NIFF: node node-103 has detected an available network connection on network 10.128.0.0 via interface ee0' is '[{timestamp}] NIFF: node node-{node_id} has detected an available network connection on network {network_id} via interface {interface_name}'

The template of '[2015/06/17 17:35:19] SOS: Node node-103 cannot reach any other nodes.' is '[{timestamp}] SOS: Node node-{node_id} cannot reach any other nodes.'

""""""

from __future__ import print_function
import re

# Create a",90,256,{node} has detected an available network connection on network {network} via interface {interface},90,20,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,"NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>' The template of 'SOS: Node node-<*> cannot reach any other nodes.' is 'SOS: Node node-<*> cannot reach any other nodes.' The template of '[2015/06/17 <*>] NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0' is '[<*>] NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>' The template of '[2015/06/17 <*>] SOS: Node node-<*> cannot reach any other nodes.' is '[<*>] SOS: Node node-<*> cannot reach any other nodes.' """""" from __future__ import print_function import re # Create a",<*> has detected an available network connection on network <*> via interface <*>
1936,156907,node-214,unix.hw,net.niff.up,1077865914,1,NIFF: node node-214 has detected an available network connection on network 5.5.226.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},88,24,NIFF: node node-214 has detected an available network connection on network 5.5.226.0 via interface alt0,89,32,running,88,2,NIFF: node {node_name} has detected an available network connection on network {network}.{subnet} via interface {interface},89,30,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},88,24,{node_name} has detected an available network connection on network {network} via interface {interface},88,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,running,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,<*> has detected an available network connection on network <*> via interface <*>
1937,161226,node-202,unix.hw,net.niff.up,1077876101,1,NIFF: node node-202 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node node-202 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node}: {node-name} has detected an available network connection on network {network} via interface {interface},90,28,NIFF: {node_name} has detected an available network connection on network {network} via interface {interface},91,25,NIFF: node node-{node_name} has detected an available network connection on network {network} via interface {interface},90,27,NIFF: node %s has detected an available network connection on network %s via interface %s,90,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*>: <*> has detected an available network connection on network <*> via interface <*>,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,NIFF: node %s has detected an available network connection on network %s via interface %s
1938,163923,node-254,unix.hw,net.niff.up,1077879014,1,NIFF: node node-254 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node node-254 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node_name} has detected an available network connection on network {network} via interface {interface},90,25,NIFF: node {node_name} has detected an available network connection on network {network_id} via interface {interface},91,28,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node %s has detected an available network connection on network %s via interface %s,90,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node %s has detected an available network connection on network %s via interface %s
1939,185300,node-234,unix.hw,net.niff.up,1077902844,1,NIFF: node node-234 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node node-234 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node} has detected an available network connection on network {network} via interface {interface},90,23,NIFF: node {node_name} has detected an available network connection on network {network_id} via interface {interface},91,28,{node} has detected an available network connection on network {network} via interface {interface},90,20,{node_name} has detected an available network connection on network {network} via interface {interface},90,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,<*> has detected an available network connection on network <*> via interface <*>,<*> has detected an available network connection on network <*> via interface <*>
1940,186232,node-244,unix.hw,net.niff.up,1077903095,1,NIFF: node node-244 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node_id} has detected an available network connection on network {network_id} via interface {interface_id},90,30,NIFF: node node-244 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node} has detected an available network connection on network {network} via interface {interface},90,23,NIFF: {node} has detected an available network connection on network {network} via interface {interface},91,23,NIFF: node {node_name} has detected an available network connection on network {network_address} via interface {interface},90,28,NIFF: node node-244 has detected an available network connection on network 10.128.0.0 via interface ee0,90,35,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0
1941,257478,node-30,unix.hw,net.niff.up,1079070455,1,NIFF: node node-30 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},89,24,NIFF: node node-30 has detected an available network connection on network 10.128.0.0 via interface ee0,90,33,NIFF: {node} has detected an available network connection on network {network} via interface {interface},89,23,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,{network} : {node} has detected an available network connection on network {network_ip} via interface {interface},89,26,{network}: {node} has detected an available network connection on network {interface},89,18,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,<*> : <*> has detected an available network connection on network <*> via interface <*>,<*>: <*> has detected an available network connection on network <*>
1942,252431,node-130,unix.hw,net.niff.up,1079068798,1,NIFF: node node-130 has detected an available network connection on network 10.96.0.0 via interface scip0,E30,NIFF: node <*> has detected an available network connection on network <*> via interface scip0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},89,24,NIFF: node node-130 has detected an available network connection on network 10.96.0.0 via interface scip0,90,33,NIFF: {node} has detected an available network connection on network {network} via interface {interface},89,23,NIFF: node {node_name} has detected an available network connection on network {network_address} via interface {interface_name},90,30,NIFF: node <node> has detected an available network connection on network <network> via interface <interface>,89,24,{node_name} has detected an available network connection on network {network} via interface {interface},89,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface scip0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <node> has detected an available network connection on network <network> via interface <interface>,<*> has detected an available network connection on network <*> via interface <*>
1943,245674,node-45,unix.hw,net.niff.up,1079048409,1,NIFF: node node-45 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},87,24,NIFF: node node-45 has detected an available network connection on network 5.5.224.0 via interface alt0,88,31,NIFF: {placeholders},87,9,NIFF: node {node_id} has detected an available network connection on network {network}.{subnet}.{host} via interface {interface},88,33,NIFF: node {{node}} has detected an available network connection on network {{network}} via interface {{interface}},87,25,NIFF: node %s has detected an available network connection on network %s via interface %s,87,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,NIFF: <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node {<*>} has detected an available network connection on network {<*>} via interface {<*>},NIFF: node %s has detected an available network connection on network %s via interface %s
1944,274822,node-44,unix.hw,net.niff.up,1079616738,1,NIFF: node node-44 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},89,24,NIFF: node node-44 has detected an available network connection on network 10.128.0.0 via interface ee0,90,33,NIFF: {node} has detected an available network connection on network {network} via interface {interface},89,23,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node <node> has detected an available network connection on network <network> via interface <interface>,89,24,NIFF: node {{node}} has detected an available network connection on network {{network}} via interface {{interface}},89,25,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <node> has detected an available network connection on network <network> via interface <interface>,NIFF: node {<*>} has detected an available network connection on network {<*>} via interface {<*>}
1945,276361,node-151,unix.hw,net.niff.up,1079617105,1,NIFF: node node-151 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},88,24,NIFF: node node-151 has detected an available network connection on network 5.5.224.0 via interface alt0,89,32,NIFF: node {node-name} has detected an available network connection on network {network-address} via interface {interface-name}.,88,31,NIFF: node {node_name} has detected an available network connection on network {network}.{subnet}.{host} via interface {interface},89,33,"NIFF: node {node} has detected an available network connection on network {network} via interface {interface}'
"""""")

    def _get_dynamic_variables(self, log):
        """"""
        Find all dynamic variables in the log
        """"""
        return re.findall('\{([a-zA-Z0-9_]+)\}', log)

    def _replace_dynamic_variables(self, log, dynamic_variables):
        """"""
        Replace all dynamic variables in the log with placeholders
        """"""
        for variable in dynamic_variables:
            log = log.replace(variable, '{'+variable+'}' )
        return log

    def run(self, args=None):
        """"""
        Run the command line script
        """"""
        if not self.args or len(self.args) < 3:
            raise Exception(""Missing arguments. Please provide the log file name, template name and the directory to save the templates."")

        # get the input log file name
        input_file = self.args[0",88,256,{host}: {node} has detected an available network connection on network {network} via interface {interface},88,23,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,NIFF: node <*> has detected an available network connection on network <*> via interface <*>.,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,"NIFF: node <*> has detected an available network connection on network <*> via interface <*>' """""") def _get_dynamic_variables(self, log): """""" Find all dynamic variables in the log """""" return re.findall('\{([a-zA-Z0-9_]+)\}', log) def _replace_dynamic_variables(self, log, dynamic_variables): """""" Replace all dynamic variables in the log with placeholders """""" for variable in dynamic_variables: log = log.replace(variable, '{'+variable+'}' ) return log def run(self, args=None): """""" Run the command line script """""" if not self.args or len(self.args) < <*>: raise Exception(""Missing arguments. Please provide the log file name, template name and the directory to save the templates."") # get the input log file name input_file = self.args[<*>",<*>: <*> has detected an available network connection on network <*> via interface <*>
1946,277244,node-255,unix.hw,net.niff.up,1079617522,1,NIFF: node node-255 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node node-255 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node} has detected an available network connection on network {network} via interface {interface},90,23,NIFF: node {node_name} has detected an available network connection on network {network} via interface {interface},91,26,{NIFF}: node {node} has detected an available network connection on network {network} via interface {interface},90,25,NIFF: node {{node_name}} has detected an available network connection on network {{network_name}} via interface {{interface_name}},90,31,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,<*>: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node {<*>} has detected an available network connection on network {<*>} via interface {<*>}
1947,299686,node-188,unix.hw,net.niff.up,1081818666,1,NIFF: node node-188 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node_id} has detected an available network connection on network {network_id} via interface {interface_id},90,30,NIFF: node node-188 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node} has detected an available network connection on network {network} via interface {interface},90,23,NIFF: node {node_name} has detected an available network connection on network {network} via interface {interface},91,26,NIFF: node node-{node} has detected an available network connection on network {network} via interface {interface},90,25,NIFF: node node-188 has detected an available network connection on network 10.128.0.0 via interface eth0,90,34,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface eth0
1948,298912,node-29,unix.hw,net.niff.up,1081814578,1,NIFF: node node-29 has detected an available network connection on network 0.0.0.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node_id} has detected an available network connection on network {network_id} via interface {interface_id},85,30,NIFF: node node-29 has detected an available network connection on network 0.0.0.0 via interface alt0,86,29,running,85,2,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},86,24,{node} has detected an available network connection on network {network} via interface {interface},85,20,NIFF: node %s has detected an available network connection on network %s via interface %s,85,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,running,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,<*> has detected an available network connection on network <*> via interface <*>,NIFF: node %s has detected an available network connection on network %s via interface %s
1949,298129,node-87,unix.hw,net.niff.up,1081759726,1,NIFF: node node-87 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},87,24,NIFF: node node-87 has detected an available network connection on network 5.5.224.0 via interface alt0,88,31,NIFF: {node} has detected an available network connection on network {network} via interface {interface},87,23,NIFF: node {node_name} has detected an available network connection on network {network_id}.{network_subnet}.{network_host} via interface {interface_name},88,41,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},87,24,{network} via {interface},87,8,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,<*> via <*>
1950,308248,node-203,unix.hw,net.niff.up,1082038683,1,NIFF: node node-203 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node_id} has detected an available network connection on network {network_id} via interface {interface_id},88,30,NIFF: node node-203 has detected an available network connection on network 5.5.224.0 via interface alt0,89,32,NIFF: {node} has detected an available network connection on network {network} via interface {interface},88,23,NIFF: node {node} has detected an available network connection on network {network} via interface {interface}.,89,25,"NIFF: node {node} has detected an available network connection on network {network} via interface {interface}'

Note:
- The placeholder must be enclosed by {}, otherwise it won't work.
- A variable can only be used once.
- If there are multiple variables in a sentence, they must be separated by commas (,).
- You should not change the order of the words or add/delete any words.
- You should not use extra spaces between the placeholders and the words.
- You can assume that there is no empty string in the log message.
- You can assume that there is at most one occurrence of each variable in the log message.
- You can assume that there is at least one occurrence of each variable in the log message.
- You can assume that there is at most one occurrence of each variable in the log message.
- You can assume that there is at least one occurrence of each variable in the log message.
- You can assume that there is at most one occurrence of each variable in the log message.
- You can assume that there is at least one occurrence of each variable in the log message.
- You can assume that there is at most",88,256,NIFF: node <node-name> has detected an available network connection on network <network-address> via interface <interface>,88,28,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>.,"NIFF: node <*> has detected an available network connection on network <*> via interface <*>' Note: - The placeholder must be enclosed by <*>, otherwise it won't work. - A variable can only be used once. - If there are multiple variables in a sentence, they must be separated by commas (,). - You should not change the order of the words or add/delete any words. - You should not use extra spaces between the placeholders and the words. - You can assume that there is no empty string in the log message. - You can assume that there is at most one occurrence of each variable in the log message. - You can assume that there is at least one occurrence of each variable in the log message. - You can assume that there is at most one occurrence of each variable in the log message. - You can assume that there is at least one occurrence of each variable in the log message. - You can assume that there is at most one occurrence of each variable in the log message. - You can assume that there is at least one occurrence of each variable in the log message. - You can assume that there is at most",NIFF: node <node-name> has detected an available network connection on network <network-address> via interface <interface>
1951,326992,node-72,unix.hw,net.niff.up,1083202727,1,NIFF: node node-72 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},89,24,NIFF: node node-72 has detected an available network connection on network 10.128.0.0 via interface ee0,90,33,NIFF: {node} has detected an available network connection on network {network} via interface {interface},89,23,NIFF: node {node_name} has detected an available network connection on network {network_id} via interface {interface_name},90,30,NIFF: node node-{node_name} has detected an available network connection on network {network_id} via interface {interface},89,29,{node} has detected an available network connection on network {network} via interface {interface},89,20,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,<*> has detected an available network connection on network <*> via interface <*>
1952,326478,node-113,unix.hw,net.niff.up,1083202436,1,NIFF: node node-113 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},88,24,NIFF: node node-113 has detected an available network connection on network 5.5.224.0 via interface alt0,89,32,NIF: {placeholders},88,9,NIFF: node {node_name} has detected an available network connection on network {network}.{netmask} via interface {interface},89,30,NIFF: node node-113 has detected an available network connection on network <network> via interface <interface>,88,26,{node_name}: {network} has detected an available network connection on {interface},88,19,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,NIF: <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <network> via interface <interface>,<*>: <*> has detected an available network connection on <*>
1953,363203,node-152,unix.hw,net.niff.up,1085071937,1,NIFF: node node-152 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node_id} has detected an available network connection on network {network_id} via interface {interface_id},90,30,NIFF: node node-152 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node} has detected an available network connection on network {network} via interface {interface},90,23,NIFF: {node} has detected an available network connection on network {network} via interface {interface},91,23,NIFF: node <node> has detected an available network connection on network <network> via interface <interface>,90,24,NIFF: node %s has detected an available network connection on network %s via interface %s,90,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <node> has detected an available network connection on network <network> via interface <interface>,NIFF: node %s has detected an available network connection on network %s via interface %s
1954,363108,node-104,unix.hw,net.niff.up,1085071904,1,NIFF: node node-104 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},88,24,NIFF: node node-104 has detected an available network connection on network 5.5.224.0 via interface alt0,89,32,NIFF: {node} has detected an available network connection on network {network} via interface {interface},88,23,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},89,24,"NIFF: node {node} has detected an available network connection on network {network} via interface {interface}'
""""""

import re


def replace_dynamic(log):
    # 获取动态变量
    dynamic = []
    for i in range(len(log)):
        if log[i] == ""{"":
            dynamic.append(i)
    # 替换为占位符
    for i in range(len(dynamic)):
        log = log[:dynamic[i]] + ""{"" + str(i+1) + ""}"" + log[dynamic[i]+1:]
    return log, dynamic


def find_all_dynamic(logs):
    dynamic = {}
    for log in logs:
        log, dyn = replace_dynamic(log)
        for i in dyn:
            if i not in dynamic:
                dynamic[i] = [log]
            else:
                dynamic[i].append(log)
    return dynamic


def get_template(log):
    """"""
    获取模板
    :param log:
    :return:",88,256,NIFF: node {{node_name}} has detected an available network connection on network {{network_address}} via interface {{interface_name}},88,31,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,"NIFF: node <*> has detected an available network connection on network <*> via interface <*>' """""" import re def replace_dynamic(log): # 获取动态变量 dynamic = [] for i in range(len(log)): if log[i] == ""{"": dynamic.append(i) # 替换为占位符 for i in range(len(dynamic)): log = log[:dynamic[i]] + ""{"" + str(i+<*>) + ""}"" + log[dynamic[i]+<*>:] return log, dynamic def find_all_dynamic(logs): dynamic = <*> for log in logs: log, dyn = replace_dynamic(log) for i in dyn: if i not in dynamic: dynamic[i] = [log] else: dynamic[i].append(log) return dynamic def get_template(log): """""" 获取模板 :param log: :return:",NIFF: node {<*>} has detected an available network connection on network {<*>} via interface {<*>}
1955,361177,node-142,unix.hw,net.niff.up,1085071269,1,NIFF: node node-142 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node <*> has detected an available network connection on network <*> via interface ee0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: node node-142 has detected an available network connection on network 10.128.0.0 via interface ee0,91,34,NIFF: {node} has detected an available network connection on network {network} via interface {interface},90,23,NIFF: {node} has detected an available network connection on network {network} via interface {interface},91,23,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},90,24,NIFF: %s has detected an available network connection on network %s via interface %s,90,21,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: %s has detected an available network connection on network %s via interface %s
1956,389636,node-193,unix.hw,net.niff.up,1087510100,1,NIFF: node node-193 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},88,24,NIFF: node node-193 has detected an available network connection on network 5.5.224.0 via interface alt0,89,32,running,88,2,NIFF: node {node_name} has detected an available network connection on network {network}.{netmask} via interface {interface},89,30,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},88,24,NIFF: node %s has detected an available network connection on network %s via interface %s,88,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,running,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node %s has detected an available network connection on network %s via interface %s
1957,403516,node-139,unix.hw,net.niff.up,1089897394,1,NIFF: node node-139 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node <*> has detected an available network connection on network <*> via interface alt0,NIFF: node {node} has detected an available network connection on network {network} via interface {interface},88,24,NIFF: node node-139 has detected an available network connection on network 5.5.224.0 via interface alt0,89,32,NIFF: {node} has detected an available network connection on network {network} via interface {interface},88,23,NIFF: node {node_name} has detected an available network connection on network {network}.{subnet} via interface {interface},89,30,{interface} {network},88,7,NIFF: node %s has detected an available network connection on network %s via interface %s,88,22,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,NIFF: <*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,<*> <*>,NIFF: node %s has detected an available network connection on network %s via interface %s
